vessel_name,capacity_tons,speed_knots,cargo_weight_tons,cargo_ratio,distance_nm,weather_condition,fuel_type,duration_days,fuel_per_day_tons,total_trip_fuel_tons
Vessel C,4000,15.71,3518.9,0.88,2361.3,Rough,Fuel A,6.26,71.73,449.14
Vessel D,9000,19.77,6687.4,0.743,631.2,Calm,Fuel B,1.33,129.34,172.1
Vessel B,7000,15.62,2935.4,0.419,2383.3,Calm,Fuel A,6.36,54.74,348.12
Vessel B,7000,9.97,4395.2,0.628,230.0,Calm,Fuel A,0.96,17.01,16.36
Vessel C,4000,11.25,897.4,0.224,746.5,Rough,Fuel B,2.76,20.22,55.88
Vessel B,7000,21.27,4563.9,0.652,2319.6,Calm,Fuel A,4.54,157.29,714.84
Vessel B,7000,13.97,6132.3,0.876,1515.0,Moderate,Fuel B,4.52,52.44,237.01
Vessel D,9000,14.02,1847.4,0.205,1573.5,Rough,Green Fuel,4.68,52.13,243.72
Vessel A,5000,14.68,4988.1,0.998,3901.1,Moderate,Fuel A,11.07,56.93,630.25
Vessel B,7000,11.31,1991.1,0.284,1838.4,Calm,Green Fuel,6.77,18.38,124.48
Vessel D,9000,9.48,8831.1,0.981,304.9,Rough,Fuel B,1.34,20.84,27.92
Vessel A,5000,21.35,1854.8,0.371,2968.0,Moderate,Fuel A,5.79,123.06,712.91
Vessel C,4000,18.28,3755.2,0.939,2097.8,Moderate,Fuel A,4.78,105.26,503.34
Vessel C,4000,8.15,3221.4,0.805,308.8,Rough,Fuel A,1.58,9.8,15.49
Vessel D,9000,9.99,8634.5,0.959,1388.4,Rough,Fuel A,5.79,24.18,139.99
Vessel A,5000,19.78,1934.7,0.387,461.5,Calm,Green Fuel,0.97,104.1,101.18
Vessel C,4000,13.71,3298.0,0.824,612.9,Moderate,Green Fuel,1.86,48.02,89.43
Vessel D,9000,9.35,5239.2,0.582,2173.1,Rough,Green Fuel,9.69,19.28,186.75
Vessel B,7000,11.58,3456.2,0.494,2162.1,Rough,Fuel B,7.78,25.13,195.54
Vessel C,4000,20.32,3632.2,0.908,1209.4,Moderate,Fuel A,2.48,142.57,353.54
Vessel A,5000,10.74,1230.5,0.246,1833.5,Moderate,Green Fuel,7.11,17.0,120.9
Vessel A,5000,11.75,4439.5,0.888,1113.4,Calm,Green Fuel,3.95,31.49,124.39
Vessel D,9000,9.43,2117.0,0.235,1952.0,Moderate,Fuel A,8.62,13.21,113.9
Vessel C,4000,8.45,3426.2,0.857,642.9,Moderate,Fuel B,3.17,9.38,29.71
Vessel C,4000,15.26,837.4,0.209,3974.0,Moderate,Fuel B,10.85,42.43,460.55
Vessel A,5000,20.97,1390.4,0.278,786.6,Rough,Green Fuel,1.56,144.44,225.71
Vessel B,7000,21.95,6436.0,0.919,1929.0,Calm,Fuel B,3.66,181.19,663.4
Vessel C,4000,14.47,2473.8,0.618,955.3,Calm,Green Fuel,2.75,42.4,116.66
Vessel A,5000,12.44,4885.6,0.977,1287.8,Calm,Green Fuel,4.31,38.54,166.21
Vessel D,9000,19.4,3227.6,0.359,558.8,Moderate,Fuel A,1.2,114.62,137.6
Vessel C,4000,12.91,1145.8,0.286,1542.9,Calm,Fuel B,4.98,26.03,129.57
Vessel B,7000,15.88,3484.4,0.498,589.6,Calm,Green Fuel,1.55,60.96,94.31
Vessel A,5000,20.45,3113.1,0.623,2297.8,Moderate,Fuel A,4.68,141.93,664.56
Vessel D,9000,16.94,6330.5,0.703,1483.1,Moderate,Fuel A,3.65,96.62,352.44
Vessel D,9000,13.64,7170.0,0.797,1758.1,Calm,Green Fuel,5.37,51.44,276.19
Vessel C,4000,13.65,3371.6,0.843,2461.1,Moderate,Fuel A,7.51,37.51,281.82
Vessel B,7000,8.06,5168.4,0.738,1144.2,Moderate,Fuel A,5.91,10.16,60.11
Vessel B,7000,20.09,6563.8,0.938,1961.3,Moderate,Fuel B,4.07,161.48,657.0
Vessel B,7000,9.45,3315.4,0.474,2741.9,Calm,Fuel A,12.09,13.43,162.3
Vessel A,5000,15.02,1746.4,0.349,2275.2,Calm,Fuel A,6.31,42.52,268.41
Vessel D,9000,13.63,1953.8,0.217,401.6,Moderate,Green Fuel,1.23,40.96,50.27
Vessel D,9000,16.99,4670.6,0.519,919.7,Calm,Green Fuel,2.26,87.13,196.59
Vessel C,4000,17.16,2504.7,0.626,3137.2,Calm,Green Fuel,7.62,67.4,513.52
Vessel A,5000,11.48,1767.4,0.353,1280.3,Calm,Green Fuel,4.65,21.84,101.52
Vessel C,4000,14.69,998.0,0.25,2066.3,Moderate,Green Fuel,5.86,42.05,246.5
Vessel C,4000,11.11,1864.1,0.466,826.0,Calm,Fuel B,3.1,15.81,48.98
Vessel C,4000,21.73,3971.8,0.993,3844.4,Calm,Green Fuel,7.37,184.7,1361.22
Vessel D,9000,17.4,7009.5,0.779,1489.6,Calm,Fuel B,3.57,86.41,308.3
Vessel D,9000,16.13,5308.9,0.59,530.6,Moderate,Green Fuel,1.37,77.88,106.76
Vessel D,9000,19.1,4515.7,0.502,1865.6,Calm,Green Fuel,4.07,104.66,425.89
Vessel C,4000,20.98,2936.2,0.734,359.4,Moderate,Fuel B,0.71,144.6,103.23
Vessel C,4000,20.8,1688.6,0.422,3900.3,Moderate,Fuel B,7.81,107.24,837.82
Vessel D,9000,9.36,4820.2,0.536,2404.3,Moderate,Fuel B,10.7,14.45,154.64
Vessel D,9000,19.73,5354.1,0.595,2649.3,Calm,Green Fuel,5.6,129.31,723.58
Vessel A,5000,8.54,2955.6,0.591,1176.3,Calm,Fuel A,5.74,9.3,53.36
Vessel B,7000,15.59,3375.9,0.482,592.5,Rough,Fuel B,1.58,58.83,93.17
Vessel C,4000,12.6,3990.8,0.998,2637.8,Calm,Green Fuel,8.72,32.91,286.97
Vessel D,9000,21.13,4033.0,0.448,2067.8,Calm,Fuel A,4.08,133.12,542.72
Vessel C,4000,12.37,2190.1,0.548,1161.9,Moderate,Fuel A,3.91,29.07,113.78
Vessel C,4000,8.43,2740.7,0.685,1982.7,Calm,Fuel A,9.8,7.31,71.69
Vessel A,5000,20.58,1871.2,0.374,1012.4,Moderate,Fuel B,2.05,109.58,224.63
Vessel D,9000,9.51,5461.3,0.607,3445.9,Moderate,Fuel A,15.1,15.14,228.57
Vessel B,7000,14.51,5028.2,0.718,3366.9,Moderate,Fuel A,9.67,58.98,570.27
Vessel A,5000,21.51,1607.2,0.321,1756.8,Calm,Fuel B,3.4,113.79,387.16
Vessel D,9000,13.9,6203.3,0.689,437.3,Moderate,Fuel A,1.31,46.22,60.58
Vessel A,5000,13.49,3964.0,0.793,783.1,Calm,Fuel B,2.42,37.06,89.63
Vessel D,9000,11.78,2232.1,0.248,655.9,Moderate,Fuel A,2.32,22.14,51.38
Vessel B,7000,21.26,6143.7,0.878,2083.0,Moderate,Green Fuel,4.08,210.23,858.43
Vessel C,4000,18.93,3769.7,0.942,1730.6,Calm,Green Fuel,3.81,115.93,441.6
Vessel C,4000,15.22,2941.7,0.735,3708.2,Moderate,Fuel A,10.15,56.14,569.76
Vessel A,5000,15.38,2307.2,0.461,3919.1,Moderate,Fuel B,10.62,52.33,555.61
Vessel A,5000,13.13,1436.9,0.287,2842.2,Calm,Fuel B,9.02,19.91,179.55
Vessel D,9000,15.04,3144.1,0.349,549.3,Moderate,Fuel B,1.52,49.24,74.94
Vessel D,9000,20.0,6023.8,0.669,2370.5,Moderate,Fuel B,4.94,153.47,757.86
Vessel C,4000,10.08,2636.8,0.659,406.7,Calm,Fuel B,1.68,13.44,22.61
Vessel A,5000,16.43,1128.4,0.226,1594.8,Calm,Fuel A,4.04,50.06,202.47
Vessel C,4000,21.75,3473.3,0.868,1047.3,Moderate,Green Fuel,2.01,192.13,385.57
Vessel D,9000,13.41,7084.0,0.787,1868.5,Moderate,Fuel B,5.81,45.16,262.17
Vessel C,4000,19.49,2757.1,0.689,1083.2,Calm,Fuel B,2.32,88.94,205.99
Vessel C,4000,17.1,3999.9,1.0,2659.1,Moderate,Fuel B,6.48,97.24,630.13
Vessel D,9000,19.68,5561.3,0.618,1145.8,Rough,Fuel A,2.43,158.39,384.22
Vessel C,4000,9.09,3038.7,0.76,963.7,Rough,Green Fuel,4.42,16.78,74.14
Vessel A,5000,12.83,4419.6,0.884,3096.0,Rough,Fuel B,10.05,45.48,457.28
Vessel C,4000,14.47,2537.2,0.634,1249.3,Rough,Green Fuel,3.6,58.08,208.89
Vessel B,7000,9.63,5492.9,0.785,3578.1,Calm,Green Fuel,15.48,16.75,259.25
Vessel D,9000,14.73,7609.8,0.846,492.4,Moderate,Green Fuel,1.39,70.84,98.69
Vessel A,5000,11.14,3416.9,0.683,3809.7,Moderate,Fuel A,14.25,23.12,329.43
Vessel A,5000,9.88,4348.0,0.87,3348.8,Moderate,Fuel A,14.12,18.28,258.23
Vessel A,5000,20.15,4355.5,0.871,1824.4,Calm,Fuel B,3.77,131.34,495.37
Vessel B,7000,16.83,1728.5,0.247,2442.1,Calm,Fuel A,6.05,65.74,397.52
Vessel D,9000,9.63,1903.7,0.212,3338.4,Rough,Fuel A,14.44,15.81,228.33
Vessel C,4000,21.5,2509.2,0.627,3428.8,Moderate,Green Fuel,6.64,161.88,1075.58
Vessel D,9000,13.11,7676.0,0.853,2402.5,Calm,Green Fuel,7.64,49.39,377.26
Vessel B,7000,8.8,1525.6,0.218,3945.9,Calm,Green Fuel,18.68,10.97,204.81
Vessel C,4000,19.29,1118.4,0.28,1779.2,Moderate,Fuel B,3.84,84.53,324.84
Vessel A,5000,17.9,4895.5,0.979,1884.5,Calm,Fuel B,4.39,91.44,401.03
Vessel C,4000,15.95,2996.0,0.749,476.5,Calm,Fuel B,1.24,53.08,66.07
Vessel C,4000,9.87,1465.7,0.366,326.7,Rough,Fuel B,1.38,14.56,20.08
Vessel C,4000,10.88,2542.3,0.636,1947.3,Calm,Fuel A,7.46,19.23,143.4
Vessel B,7000,18.58,5970.3,0.853,2796.7,Calm,Fuel A,6.27,111.35,698.35
Vessel B,7000,17.88,6843.8,0.978,3754.5,Calm,Fuel B,8.75,96.51,844.44
Vessel B,7000,14.03,3028.4,0.433,3243.6,Rough,Green Fuel,9.63,57.24,551.44
Vessel D,9000,12.94,7249.9,0.806,2234.3,Moderate,Green Fuel,7.19,46.01,330.87
Vessel D,9000,10.98,4331.5,0.481,265.1,Calm,Fuel B,1.01,17.06,17.16
Vessel C,4000,13.15,2418.5,0.605,930.7,Moderate,Green Fuel,2.95,38.21,112.68
Vessel C,4000,14.1,3196.1,0.799,644.9,Calm,Green Fuel,1.91,40.22,76.66
Vessel A,5000,15.21,4055.6,0.811,1128.2,Calm,Fuel A,3.09,56.85,175.66
Vessel A,5000,10.23,4863.8,0.973,1023.1,Moderate,Fuel A,4.17,20.04,83.56
Vessel D,9000,20.25,2261.0,0.251,2316.3,Rough,Green Fuel,4.77,157.5,750.81
Vessel A,5000,11.78,4939.2,0.988,615.3,Calm,Fuel B,2.18,28.06,61.09
Vessel C,4000,18.14,3338.1,0.835,3063.9,Calm,Fuel B,7.04,83.58,588.11
Vessel B,7000,21.38,3692.1,0.527,1823.6,Calm,Fuel A,3.55,149.32,530.64
Vessel D,9000,20.87,4369.8,0.486,3794.7,Moderate,Fuel B,7.57,138.73,1050.78
Vessel B,7000,17.03,2641.3,0.377,610.7,Calm,Fuel A,1.49,68.32,102.07
Vessel A,5000,13.04,4127.9,0.826,2347.6,Moderate,Fuel B,7.5,33.87,254.08
Vessel A,5000,15.9,4569.2,0.914,503.6,Rough,Fuel A,1.32,74.96,98.93
Vessel A,5000,19.55,4363.8,0.873,2631.3,Moderate,Fuel A,5.61,126.21,707.67
Vessel B,7000,12.82,5425.6,0.775,1089.8,Calm,Fuel A,3.54,31.02,109.92
Vessel C,4000,10.01,1188.4,0.297,1038.4,Calm,Fuel A,4.32,11.71,50.63
Vessel D,9000,15.88,7322.3,0.814,2678.1,Calm,Green Fuel,7.03,79.78,560.64
Vessel A,5000,20.31,2341.1,0.468,3344.1,Moderate,Fuel B,6.86,126.43,867.54
Vessel D,9000,8.96,6027.7,0.67,1093.3,Moderate,Fuel A,5.09,13.97,71.03
Vessel B,7000,16.12,4844.1,0.692,3594.5,Rough,Fuel B,9.29,94.45,877.76
Vessel A,5000,14.17,2591.4,0.518,417.5,Calm,Fuel B,1.23,39.22,48.15
Vessel D,9000,15.67,7371.3,0.819,1780.0,Calm,Fuel B,4.73,57.22,270.87
Vessel B,7000,21.79,6306.7,0.901,692.2,Moderate,Fuel A,1.32,210.12,278.15
Vessel C,4000,10.35,3638.0,0.909,1713.7,Moderate,Fuel A,6.9,20.66,142.53
Vessel C,4000,14.18,3381.8,0.845,252.4,Calm,Fuel A,0.74,42.04,31.18
Vessel C,4000,10.07,1712.4,0.428,2633.1,Rough,Green Fuel,10.9,18.1,197.24
Vessel A,5000,15.67,1873.1,0.375,976.1,Calm,Green Fuel,2.6,45.1,117.09
Vessel A,5000,20.15,3694.9,0.739,3365.6,Calm,Fuel B,6.96,127.59,887.96
Vessel C,4000,21.2,2952.8,0.738,1949.6,Moderate,Green Fuel,3.83,168.17,644.34
Vessel C,4000,8.87,2764.2,0.691,3386.1,Moderate,Fuel B,15.91,10.64,169.36
Vessel B,7000,19.18,5605.7,0.801,1544.7,Moderate,Green Fuel,3.36,142.04,476.57
Vessel C,4000,11.02,2961.0,0.74,2041.9,Moderate,Fuel A,7.72,19.58,151.15
Vessel D,9000,21.03,2705.0,0.301,2896.1,Moderate,Fuel B,5.74,129.75,744.48
Vessel A,5000,15.66,4503.7,0.901,3607.8,Moderate,Fuel A,9.6,79.91,767.2
Vessel A,5000,17.39,1934.8,0.387,3215.0,Calm,Fuel B,7.7,67.89,522.85
Vessel D,9000,9.93,2433.9,0.27,3150.1,Moderate,Fuel A,13.22,13.83,182.78
Vessel B,7000,20.82,3354.1,0.479,2691.0,Moderate,Green Fuel,5.39,166.78,898.19
Vessel A,5000,10.08,4056.0,0.811,712.4,Moderate,Fuel B,2.94,17.93,52.78
Vessel D,9000,9.09,2301.8,0.256,653.1,Moderate,Fuel A,2.99,9.71,29.06
Vessel A,5000,10.93,1032.3,0.206,3992.2,Moderate,Fuel B,15.21,16.14,245.55
Vessel A,5000,14.25,1402.0,0.28,3855.4,Calm,Fuel A,11.28,35.48,400.15
Vessel C,4000,20.03,2032.0,0.508,963.9,Rough,Green Fuel,2.0,156.45,313.66
Vessel B,7000,16.88,1693.1,0.242,2810.0,Rough,Green Fuel,6.94,95.51,662.49
Vessel C,4000,12.81,2595.9,0.649,479.0,Moderate,Fuel B,1.56,30.26,47.16
Vessel D,9000,13.09,7716.4,0.857,2227.9,Rough,Green Fuel,7.09,58.14,412.43
Vessel A,5000,10.1,4543.2,0.909,2997.1,Rough,Fuel B,12.36,21.13,261.16
Vessel D,9000,12.6,4634.5,0.515,2446.9,Moderate,Fuel A,8.09,33.83,273.66
Vessel D,9000,17.15,5684.4,0.632,2802.9,Moderate,Green Fuel,6.81,102.17,695.75
Vessel D,9000,13.74,5630.3,0.626,361.4,Moderate,Fuel B,1.1,51.17,56.07
Vessel A,5000,10.9,2365.3,0.473,3266.9,Calm,Fuel A,12.49,16.07,200.79
Vessel C,4000,10.48,1738.7,0.435,2385.1,Moderate,Fuel B,9.48,14.12,133.83
Vessel C,4000,8.42,1793.7,0.448,2305.7,Rough,Fuel A,11.41,9.18,104.77
Vessel D,9000,14.14,3225.8,0.358,1528.3,Calm,Green Fuel,4.5,43.76,197.07
Vessel D,9000,17.03,3315.9,0.368,208.3,Rough,Fuel B,0.51,92.45,47.11
Vessel A,5000,15.67,3426.6,0.685,2995.1,Moderate,Green Fuel,7.97,68.19,543.11
Vessel B,7000,9.19,2003.8,0.286,1271.2,Calm,Green Fuel,5.76,10.96,63.15
Vessel D,9000,13.74,8111.6,0.901,3419.0,Rough,Green Fuel,10.37,70.02,726.15
Vessel B,7000,21.59,6309.8,0.901,2136.8,Calm,Fuel B,4.12,179.2,739.14
Vessel D,9000,11.9,7736.6,0.86,2819.4,Rough,Fuel A,9.87,35.86,353.94
Vessel C,4000,16.5,3227.9,0.807,301.2,Moderate,Green Fuel,0.76,83.18,63.27
Vessel C,4000,16.74,1415.5,0.354,3301.0,Calm,Green Fuel,8.22,51.58,423.91
Vessel D,9000,9.74,6833.7,0.759,1413.0,Rough,Fuel B,6.05,20.82,125.83
Vessel D,9000,21.23,4573.8,0.508,3579.1,Rough,Green Fuel,7.02,229.72,1613.37
Vessel A,5000,20.55,4919.3,0.984,654.8,Rough,Green Fuel,1.33,238.4,316.51
Vessel B,7000,17.26,6026.8,0.861,2635.2,Calm,Fuel A,6.36,90.84,578.06
Vessel D,9000,21.86,3268.7,0.363,3722.3,Rough,Fuel A,7.1,202.34,1435.85
Vessel B,7000,11.76,5282.0,0.755,1791.0,Moderate,Fuel B,6.35,27.97,177.52
Vessel D,9000,13.33,4372.3,0.486,1945.4,Calm,Green Fuel,6.08,39.42,239.76
Vessel D,9000,10.53,2848.7,0.317,2332.9,Moderate,Fuel A,9.24,16.73,154.53
Vessel D,9000,13.01,5143.2,0.571,1893.0,Moderate,Fuel A,6.06,42.59,258.26
Vessel B,7000,13.58,2128.5,0.304,1206.4,Calm,Green Fuel,3.7,37.34,138.17
Vessel C,4000,15.48,1230.8,0.308,379.1,Calm,Fuel B,1.02,38.59,39.38
Vessel C,4000,17.36,2852.1,0.713,1738.5,Calm,Fuel A,4.17,79.38,331.26
Vessel D,9000,13.07,2724.7,0.303,2885.0,Calm,Green Fuel,9.19,32.85,302.05
Vessel B,7000,15.41,3348.1,0.478,678.4,Rough,Fuel B,1.83,58.78,107.82
Vessel C,4000,14.64,1723.1,0.431,3841.1,Moderate,Fuel A,10.93,42.38,463.21
Vessel C,4000,10.76,1945.5,0.486,1148.2,Moderate,Fuel A,4.45,15.57,69.26
Vessel D,9000,8.79,5219.8,0.58,3448.5,Calm,Fuel A,16.35,9.35,152.96
Vessel C,4000,12.92,2520.1,0.63,378.6,Moderate,Fuel A,1.22,30.3,37.0
Vessel C,4000,16.22,3862.4,0.966,362.3,Moderate,Fuel A,0.93,68.41,63.66
Vessel D,9000,13.54,5251.4,0.583,3011.9,Calm,Fuel A,9.27,41.56,385.14
Vessel D,9000,9.1,8205.2,0.912,3027.3,Moderate,Fuel A,13.86,15.2,210.74
Vessel B,7000,16.85,3491.3,0.499,1965.0,Rough,Fuel B,4.86,87.24,423.86
Vessel C,4000,8.39,3091.3,0.773,2200.9,Calm,Fuel A,10.93,8.26,90.32
Vessel A,5000,9.41,1955.1,0.391,312.5,Calm,Fuel A,1.38,9.96,13.78
Vessel A,5000,19.8,1311.3,0.262,2358.6,Rough,Fuel A,4.96,123.3,611.95
Vessel B,7000,15.44,4749.7,0.679,2655.6,Moderate,Green Fuel,7.17,64.54,462.61
Vessel C,4000,8.9,2545.7,0.636,2518.6,Calm,Green Fuel,11.79,10.89,128.36
Vessel A,5000,21.12,1052.3,0.21,916.2,Calm,Green Fuel,1.81,116.35,210.32
Vessel B,7000,8.41,5096.3,0.728,899.4,Moderate,Green Fuel,4.45,11.94,53.16
Vessel D,9000,9.71,4525.7,0.503,1300.4,Calm,Fuel A,5.58,12.34,68.86
Vessel A,5000,11.34,3541.4,0.708,3835.2,Rough,Fuel A,14.09,29.38,413.95
Vessel C,4000,17.08,2606.8,0.652,2977.0,Calm,Fuel A,7.26,66.15,480.34
Vessel C,4000,8.29,2424.5,0.606,1215.2,Moderate,Fuel B,6.11,8.12,49.59
Vessel D,9000,21.87,6164.4,0.685,3947.6,Calm,Fuel A,7.52,172.26,1295.68
Vessel D,9000,13.43,3860.5,0.429,924.7,Moderate,Fuel B,2.87,41.63,119.4
Vessel D,9000,13.37,8567.3,0.952,3963.6,Rough,Fuel B,12.35,61.24,756.28
Vessel D,9000,9.63,2432.4,0.27,517.2,Moderate,Fuel B,2.24,12.28,27.47
Vessel B,7000,17.64,5638.5,0.806,2404.2,Calm,Fuel B,5.68,90.6,514.59
Vessel C,4000,21.21,2330.1,0.583,3848.2,Moderate,Fuel A,7.56,133.69,1010.43
Vessel D,9000,10.33,7862.9,0.874,569.2,Calm,Fuel A,2.3,21.0,48.21
Vessel A,5000,20.31,2973.6,0.595,1068.8,Calm,Green Fuel,2.19,130.91,287.05
Vessel A,5000,21.53,1329.4,0.266,2900.8,Rough,Fuel A,5.61,147.88,830.32
Vessel A,5000,14.57,3970.7,0.794,2776.6,Rough,Fuel A,7.94,74.49,591.52
Vessel C,4000,12.43,3379.2,0.845,401.7,Calm,Fuel A,1.35,29.88,40.26
Vessel B,7000,8.91,4255.2,0.608,1573.3,Rough,Fuel A,7.36,14.65,107.79
Vessel C,4000,15.21,1713.6,0.428,1288.1,Rough,Fuel A,3.53,62.29,219.77
Vessel A,5000,9.0,3975.3,0.795,1701.2,Moderate,Fuel A,7.88,13.68,107.72
Vessel D,9000,19.41,1823.6,0.203,3650.1,Calm,Fuel A,7.84,93.52,732.82
Vessel A,5000,10.06,3755.5,0.751,893.4,Calm,Fuel B,3.7,13.61,50.35
Vessel D,9000,17.66,7433.0,0.826,3753.1,Calm,Green Fuel,8.85,104.58,926.05
Vessel D,9000,8.14,5074.3,0.564,1806.3,Calm,Green Fuel,9.25,9.55,88.31
Vessel B,7000,13.95,3830.4,0.547,1994.2,Moderate,Fuel B,5.95,43.41,258.51
Vessel A,5000,11.63,3713.3,0.743,3561.1,Moderate,Fuel B,12.76,24.48,312.34
Vessel C,4000,11.24,2048.7,0.512,1979.4,Moderate,Fuel B,7.34,18.03,132.32
Vessel D,9000,19.61,3620.2,0.402,3212.7,Moderate,Fuel B,6.82,113.29,773.18
Vessel A,5000,17.08,2838.8,0.568,3386.5,Moderate,Green Fuel,8.26,78.78,650.8
Vessel D,9000,8.83,1814.3,0.202,2779.6,Rough,Green Fuel,13.11,13.2,173.06
Vessel C,4000,14.82,1285.1,0.321,2106.3,Rough,Green Fuel,5.92,51.06,302.41
Vessel A,5000,16.11,2279.0,0.456,1289.9,Calm,Green Fuel,3.34,55.99,186.76
Vessel B,7000,19.9,5489.3,0.784,753.0,Moderate,Fuel A,1.58,159.91,252.09
Vessel C,4000,13.87,1224.8,0.306,1274.8,Calm,Fuel A,3.83,29.25,112.04
Vessel D,9000,19.11,1904.3,0.212,870.6,Rough,Fuel B,1.9,113.42,215.32
Vessel A,5000,12.01,4409.0,0.882,762.8,Moderate,Green Fuel,2.65,34.0,90.01
Vessel D,9000,19.98,7069.7,0.786,3925.1,Calm,Fuel A,8.18,147.75,1209.14
Vessel A,5000,14.68,1617.2,0.323,2645.0,Moderate,Fuel A,7.51,41.84,314.04
Vessel B,7000,21.54,4122.9,0.589,2870.4,Rough,Green Fuel,5.55,191.15,1061.24
Vessel B,7000,19.49,3515.6,0.502,3459.3,Rough,Fuel A,7.4,139.1,1028.64
Vessel B,7000,15.62,2225.6,0.318,1214.5,Rough,Green Fuel,3.24,70.49,228.29
Vessel D,9000,14.36,7719.6,0.858,1253.7,Moderate,Fuel A,3.64,59.48,216.3
Vessel D,9000,9.41,6685.2,0.743,3836.1,Calm,Fuel A,16.99,13.24,224.9
Vessel C,4000,8.19,3801.0,0.95,2362.0,Moderate,Fuel A,12.01,8.76,105.26
Vessel C,4000,15.05,3832.8,0.958,2437.1,Rough,Fuel A,6.75,70.66,476.8
Vessel D,9000,13.11,8850.1,0.983,736.5,Calm,Fuel B,2.34,40.75,95.38
Vessel A,5000,13.12,3483.7,0.697,3872.6,Rough,Fuel B,12.29,45.01,553.32
Vessel D,9000,8.11,6309.1,0.701,3083.2,Moderate,Fuel A,15.85,9.77,154.79
Vessel D,9000,14.9,3606.6,0.401,482.6,Calm,Green Fuel,1.35,57.85,78.06
Vessel C,4000,12.66,3767.3,0.942,2599.0,Moderate,Fuel A,8.55,32.2,275.44
Vessel B,7000,12.77,5456.2,0.779,2285.6,Calm,Fuel B,7.46,34.86,259.93
Vessel A,5000,20.21,4688.6,0.938,3949.3,Moderate,Fuel A,8.14,132.15,1076.17
Vessel B,7000,13.89,5880.7,0.84,3606.1,Calm,Green Fuel,10.81,54.22,586.37
Vessel D,9000,16.95,7980.2,0.887,785.8,Rough,Green Fuel,1.93,136.67,264.07
Vessel B,7000,11.84,5472.9,0.782,1761.9,Calm,Fuel B,6.2,26.09,161.75
Vessel D,9000,9.41,7653.1,0.85,3795.3,Rough,Fuel B,16.81,20.24,340.14
Vessel D,9000,15.95,1844.4,0.205,2113.4,Calm,Fuel B,5.52,47.79,263.76
Vessel C,4000,19.19,2330.2,0.583,3322.6,Calm,Fuel B,7.21,96.87,698.77
Vessel A,5000,16.01,1394.8,0.279,3698.0,Calm,Fuel B,9.62,49.4,475.27
Vessel A,5000,8.87,2614.7,0.523,1504.5,Moderate,Green Fuel,7.06,10.99,77.62
Vessel C,4000,13.68,2548.0,0.637,2652.2,Calm,Fuel B,8.08,35.17,284.16
Vessel A,5000,18.55,4637.7,0.928,2823.4,Moderate,Fuel B,6.34,104.06,659.9
Vessel A,5000,17.0,3697.3,0.739,855.9,Moderate,Green Fuel,2.1,73.54,154.29
Vessel B,7000,20.56,4874.1,0.696,988.3,Moderate,Fuel A,2.0,153.38,307.21
Vessel B,7000,19.73,4101.0,0.586,1444.3,Rough,Fuel B,3.05,144.71,441.33
Vessel A,5000,18.31,1555.5,0.311,2959.1,Rough,Fuel A,6.73,99.0,666.51
Vessel B,7000,9.05,2168.9,0.31,1576.2,Moderate,Green Fuel,7.26,11.78,85.54
Vessel B,7000,8.68,6292.9,0.899,1121.4,Rough,Green Fuel,5.38,17.47,94.0
Vessel B,7000,8.67,4479.1,0.64,3057.5,Rough,Green Fuel,14.7,16.34,240.2
Vessel D,9000,17.05,2529.5,0.281,2738.0,Moderate,Green Fuel,6.69,75.72,506.52
Vessel D,9000,17.44,7677.1,0.853,3702.2,Moderate,Green Fuel,8.84,117.74,1041.38
Vessel D,9000,10.43,7688.6,0.854,1407.6,Calm,Green Fuel,5.63,23.93,134.63
Vessel D,9000,20.9,6042.1,0.671,3968.5,Moderate,Green Fuel,7.91,177.57,1405.04
Vessel A,5000,18.98,1138.5,0.228,2812.3,Calm,Green Fuel,6.17,79.54,491.08
Vessel C,4000,21.4,2181.1,0.545,3053.7,Calm,Fuel B,5.94,120.17,714.35
Vessel C,4000,18.28,2694.1,0.674,2219.2,Moderate,Green Fuel,5.06,97.82,494.72
Vessel D,9000,16.97,7010.8,0.779,2127.7,Calm,Green Fuel,5.23,94.33,492.91
Vessel B,7000,13.28,1807.1,0.258,3655.0,Moderate,Fuel A,11.47,31.2,357.76
Vessel A,5000,16.0,2080.5,0.416,3230.2,Rough,Green Fuel,8.41,74.18,623.81
Vessel A,5000,21.45,4375.4,0.875,242.8,Rough,Green Fuel,0.47,233.31,110.01
Vessel D,9000,19.76,8305.2,0.923,597.8,Rough,Green Fuel,1.26,194.48,245.12
Vessel B,7000,12.07,1818.5,0.26,1652.7,Calm,Fuel A,5.7,21.13,120.54
Vessel D,9000,18.06,7765.2,0.863,1118.7,Calm,Fuel A,2.58,103.58,267.39
Vessel C,4000,15.37,1688.7,0.422,1298.1,Moderate,Fuel A,3.52,47.21,166.06
Vessel C,4000,21.15,1641.0,0.41,468.2,Calm,Fuel B,0.92,107.59,99.26
Vessel C,4000,17.53,2262.7,0.566,482.4,Moderate,Fuel A,1.15,76.43,87.62
Vessel C,4000,13.58,3241.6,0.81,1594.9,Rough,Fuel A,4.89,45.8,224.05
Vessel C,4000,9.95,3070.1,0.768,474.4,Moderate,Green Fuel,1.99,16.99,33.74
Vessel B,7000,14.24,2110.1,0.301,1060.7,Calm,Fuel A,3.1,33.49,103.91
Vessel B,7000,11.38,1866.3,0.267,2602.2,Rough,Green Fuel,9.52,27.5,261.9
